fyear,sgvkey,sconm,stic,cgvkey,cconm,ctic,salecs,srcdate
2018,025430,FUELCELL ENERGY INC,FCEL,018293,CLEARWAY ENERGY INC,CWEN,13.416,2018-10-31
2019,025430,FUELCELL ENERGY INC,FCEL,003392,CONNECTICUT LIGHT & POWER CO,NU1,6.683,2019-10-31
2019,025430,FUELCELL ENERGY INC,FCEL,008530,PFIZER INC,PFE,3.645,2019-10-31
2020,025430,FUELCELL ENERGY INC,FCEL,018293,CLEARWAY ENERGY INC,CWEN,4.252,2020-10-31
2020,025430,FUELCELL ENERGY INC,FCEL,003392,CONNECTICUT LIGHT & POWER CO,NU1,12.048,2020-10-31
2020,025430,FUELCELL ENERGY INC,FCEL,008530,PFIZER INC,PFE,2.835,2020-10-31
2020,025430,FUELCELL ENERGY INC,FCEL,010905,UIL HOLDINGS CORP,UIL,12.757,2020-10-31
2021,025430,FUELCELL ENERGY INC,FCEL,003392,CONNECTICUT LIGHT & POWER CO,NU1,13.917,2021-10-31
2021,025430,FUELCELL ENERGY INC,FCEL,008530,PFIZER INC,PFE,3.479,2021-10-31
2021,025430,FUELCELL ENERGY INC,FCEL,010905,UIL HOLDINGS CORP,UIL,3.479,2021-10-31
2022,025430,FUELCELL ENERGY INC,FCEL,003392,CONNECTICUT LIGHT & POWER CO,NU1,18.268,2022-10-31
2022,025430,FUELCELL ENERGY INC,FCEL,008530,PFIZER INC,PFE,2.61,2022-10-31
2023,025430,FUELCELL ENERGY INC,FCEL,003392,CONNECTICUT LIGHT & POWER CO,NU1,16.041,2023-10-31
2016,025509,SUPERIOR ENERGY SERVICES INC,SPNX,011923,ANADARKO PETROLEUM CORP,APC,159.505,2016-12-31
2017,025509,SUPERIOR ENERGY SERVICES INC,SPNX,011923,ANADARKO PETROLEUM CORP,APC,243.63,2017-12-31
2021,025529,VIZIO HOLDING CORP,VZIO,002184,BEST BUY CO INC,BBY,,2021-12-31
2021,025529,VIZIO HOLDING CORP,VZIO,011259,WALMART INC,WMT,,2021-12-31
2021,025529,VIZIO HOLDING CORP,VZIO,029028,COSTCO WHOLESALE CORP,COST,,2021-12-31
2015,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,71.564,2015-09-30
2015,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,234.418,2015-09-30
2015,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,120.99,2015-09-30
2015,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,136.114,2015-09-30
2015,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,97.063,2015-09-30
2016,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,,2016-09-30
2016,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,231.621,2016-09-30
2016,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,141.961,2016-09-30
2016,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,149.433,2016-09-30
2016,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2016-09-30
2016,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,108.185,2016-09-30
2017,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,,2017-09-30
2017,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,250.518,2017-09-30
2017,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,161.625,2017-09-30
2017,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,169.706,2017-09-30
2017,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2017-09-30
2017,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,137.099,2017-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,141.562,2018-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,236.105,2018-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,183.637,2018-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2018-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,147.499,2018-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,354.458,2018-09-30
2018,025536,CENTRAL GARDEN & PET CO,CENTA,064768,AMAZON.COM INC,AMZN,,2018-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,133.687,2019-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,285.961,2019-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,214.471,2019-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2019-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,152.315,2019-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,381.282,2019-09-30
2019,025536,CENTRAL GARDEN & PET CO,CENTA,064768,AMAZON.COM INC,AMZN,,2019-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,151.757,2020-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,350.416,2020-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,269.551,2020-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2020-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,171.838,2020-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,458.237,2020-09-30
2020,025536,CENTRAL GARDEN & PET CO,CENTA,064768,AMAZON.COM INC,AMZN,,2020-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,028648,PETSMART INC,PETM,154.943,2021-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,495.553,2021-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,297.332,2021-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2021-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,208.442,2021-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,064768,AMAZON.COM INC,AMZN,,2021-09-30
2021,025536,CENTRAL GARDEN & PET CO,CENTA,035287,CHEWY INC,CHWY,,2021-09-30
2022,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,534.174,2022-09-30
2022,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,267.087,2022-09-30
2022,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2022-09-30
2022,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,206.592,2022-09-30
2022,025536,CENTRAL GARDEN & PET CO,CENTA,064768,AMAZON.COM INC,AMZN,127.2,2022-09-30
2022,025536,CENTRAL GARDEN & PET CO,CENTA,006502,KROGER CO,KR,,2022-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,005680,HOME DEPOT INC,HD,529.613,2023-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,006829,LOWE'S COS INC,LOW,264.807,2023-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,029909,PETCO ANIMAL SUPPLIES INC,PETC,,2023-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,029028,COSTCO WHOLESALE CORP,COST,244.033,2023-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,011259,WALMART INC,WMT,529.613,2023-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,064768,AMAZON.COM INC,AMZN,153.257,2023-09-30
2023,025536,CENTRAL GARDEN & PET CO,CENTA,006502,KROGER CO,KR,,2023-09-30
2021,025538,SIYATA MOBILE INC,SYTA,009899,AT&T INC,T,1.811,2021-12-31
2021,025538,SIYATA MOBILE INC,SYTA,002136,VERIZON COMMUNICATIONS INC,VZ,,2021-12-31
2021,025538,SIYATA MOBILE INC,SYTA,009215,ROGERS COMMUNICATIONS  -CL B,RCI,,2021-12-31
2022,025538,SIYATA MOBILE INC,SYTA,009899,AT&T INC,T,1.815,2022-12-31
2022,025538,SIYATA MOBILE INC,SYTA,002136,VERIZON COMMUNICATIONS INC,VZ,,2022-12-31
2022,025538,SIYATA MOBILE INC,SYTA,009215,ROGERS COMMUNICATIONS  -CL B,RCI,,2022-12-31
2022,025538,SIYATA MOBILE INC,SYTA,017874,T-MOBILE US INC,TMUS,,2022-12-31
2022,025538,SIYATA MOBILE INC,SYTA,002141,BELL CANADA,BCE1,,2022-12-31
2015,025539,CPI CARD GROUP INC,PMTS,025157,FIRST DATA CORP,FDC,,2015-12-31
2015,025539,CPI CARD GROUP INC,PMTS,008007,WELLS FARGO & CO,WFC,,2015-12-31
2015,025539,CPI CARD GROUP INC,PMTS,012673,BARCLAYS PLC,BCS,,2015-12-31
2015,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,4991.514,2015-12-31
2015,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,3993.212,2015-12-31
2015,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,5989.817,2015-12-31
2016,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,5905.512,2016-12-31
2016,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,3937.008,2016-12-31
2016,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,5905.512,2016-12-31
2017,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,6161.429,2017-12-31
2017,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,5134.525,2017-12-31
2017,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,7188.334,2017-12-31
2018,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,7113.867,2018-12-31
2018,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,5081.333,2018-12-31
2018,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,9146.4,2018-12-31
2019,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,8260.076,2019-12-31
2019,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,6195.057,2019-12-31
2019,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,10325.096,2019-12-31
2020,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,7768.907,2020-12-31
2020,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,5549.219,2020-12-31
2020,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,9988.594,2020-12-31
2021,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,7678.791,2021-12-31
2021,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,4387.881,2021-12-31
2021,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,8775.762,2021-12-31
2022,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,7570.505,2022-12-31
2022,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,4326.003,2022-12-31
2022,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,8652.006,2022-12-31
2023,025648,ROCHE HOLDING AG,RHHBY,031673,CENCORA INC,COR,8313.071,2023-12-31
2023,025648,ROCHE HOLDING AG,RHHBY,002751,CARDINAL HEALTH INC,CAH,4750.326,2023-12-31
2023,025648,ROCHE HOLDING AG,RHHBY,007171,MCKESSON CORP,MCK,9500.653,2023-12-31
2015,025665,LTC PROPERTIES INC,LTC,164652,BROOKDALE SENIOR LIVING INC,BKD,15.605,2015-12-31
2015,025665,LTC PROPERTIES INC,LTC,062967,SUNRISE SENIOR LIVING INC,SRZ,4.523,2015-12-31
2015,025665,LTC PROPERTIES INC,LTC,064063,GENESIS ENERGY  -LP,GEL,7.576,2015-12-31
2016,025665,LTC PROPERTIES INC,LTC,064063,GENESIS ENERGY  -LP,GEL,7.745,2016-12-31
2017,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,8.535,2017-12-31
2018,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,8.395,2018-12-31
2019,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,8.86,2019-12-31
2020,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,7.692,2020-12-31
2021,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,9.448,2021-12-31
2022,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,10.131,2022-12-31
2023,025665,LTC PROPERTIES INC,LTC,023109,GENESIS HEALTHCARE INC,GENN,10.315,2023-12-31
2015,025676,PERCEPTRON INC,PRCP,005073,GENERAL MOTORS CO,GM,8.929,2015-06-30
2015,025676,PERCEPTRON INC,PRCP,100737,VOLKSWAGEN AG,VWAGY,14.881,2015-06-30
2016,025676,PERCEPTRON INC,PRCP,005073,GENERAL MOTORS CO,GM,8.296,2016-06-30
2016,025676,PERCEPTRON INC,PRCP,100737,VOLKSWAGEN AG,VWAGY,11.753,2016-06-30
2017,025676,PERCEPTRON INC,PRCP,005073,GENERAL MOTORS CO,GM,10.913,2017-06-30
2017,025676,PERCEPTRON INC,PRCP,100737,VOLKSWAGEN AG,VWAGY,12.472,2017-06-30
2018,025676,PERCEPTRON INC,PRCP,005073,GENERAL MOTORS CO,GM,14.398,2018-06-30
2018,025676,PERCEPTRON INC,PRCP,100737,VOLKSWAGEN AG,VWAGY,12.704,2018-06-30
2019,025676,PERCEPTRON INC,PRCP,005073,GENERAL MOTORS CO,GM,8.45,2019-06-30
2019,025676,PERCEPTRON INC,PRCP,100737,VOLKSWAGEN AG,VWAGY,9.987,2019-06-30
2020,025676,PERCEPTRON INC,PRCP,005073,GENERAL MOTORS CO,GM,2.49,2020-06-30
2020,025676,PERCEPTRON INC,PRCP,100737,VOLKSWAGEN AG,VWAGY,6.849,2020-06-30
2020,025676,PERCEPTRON INC,PRCP,100449,KUKA AG,,7.471,2020-06-30
2015,025683,PAYBOX CORP,PBOX,006066,INTL BUSINESS MACHINES CORP,IBM,2.988,2015-12-31
2016,025683,PAYBOX CORP,PBOX,006066,INTL BUSINESS MACHINES CORP,IBM,2.768,2016-12-31
2017,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,129.483,2017-12-31
2018,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,183.876,2018-12-31
2019,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,160.914,2019-12-31
2020,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,150.352,2020-12-31
2021,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,222.552,2021-12-31
2022,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,289.098,2022-12-31
2023,025747,LITTELFUSE INC,LFUS,001773,ARROW ELECTRONICS INC,ARW,264.618,2023-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,002721,CANON INC,CAJPY,,2015-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,105.902,2015-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,009135,RICOH CO LTD,RICOY,,2015-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,,2015-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,010622,TOSHIBA CORP,TOSYY,,2015-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,100699,SHARP CORP,SHCAY,,2015-12-31
2015,025774,ELECTRONICS FOR IMAGING INC,EFII,129519,LANDACORP INC,LCOR,,2015-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,002721,CANON INC,CAJPY,,2016-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,,2016-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,009135,RICOH CO LTD,RICOY,,2016-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,,2016-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,010622,TOSHIBA CORP,TOSYY,,2016-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,100699,SHARP CORP,SHCAY,,2016-12-31
2016,025774,ELECTRONICS FOR IMAGING INC,EFII,129519,LANDACORP INC,LCOR,,2016-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,002721,CANON INC,CAJPY,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,109.259,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,009135,RICOH CO LTD,RICOY,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,100490,KONICA MINOLTA INC,KNCAY,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,010622,TOSHIBA CORP,TOSYY,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,257018,SEIKO EPSON CORP,SEKEY,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,100699,SHARP CORP,SHCAY,,2017-12-31
2017,025774,ELECTRONICS FOR IMAGING INC,EFII,129519,LANDACORP INC,LCOR,,2017-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,002721,CANON INC,CAJPY,,2018-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,009135,RICOH CO LTD,RICOY,,2018-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,011636,XEROX HOLDINGS CORP,XRX,,2018-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,100490,KONICA MINOLTA INC,KNCAY,,2018-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,010622,TOSHIBA CORP,TOSYY,,2018-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,100699,SHARP CORP,SHCAY,,2018-12-31
2018,025774,ELECTRONICS FOR IMAGING INC,EFII,129519,LANDACORP INC,LCOR,,2018-12-31
2015,025776,SANTA FE GOLD CORP,SFEG,267407,GLENCORE PLC,GLNCY,0.067,2015-06-30
2015,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,15.3,2015-03-31
2015,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,109.1,2015-03-31
2016,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,14,2016-03-31
2016,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,85.3,2016-03-31
2017,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,15,2017-03-31
2017,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,89.4,2017-03-31
2018,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,133.5,2018-03-31
2019,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,184.3,2019-03-31
2020,025848,KEMET CORP,KEM.2,064089,TTI TEAM TELECOM INTL LTD,TTIL,154.6,2020-03-31
2015,025874,PETROQUEST ENERGY INC,PQUEQ,156655,LACLEDE GAS CO,LG1,24.353,2015-12-31
2015,025874,PETROQUEST ENERGY INC,PQUEQ,012384,SHELL PLC,SHEL,20.874,2015-12-31
2015,025874,PETROQUEST ENERGY INC,PQUEQ,014087,BG GROUP PLC,BRGYY,11.597,2015-12-31
2016,025874,PETROQUEST ENERGY INC,PQUEQ,012384,SHELL PLC,SHEL,15.333,2016-12-31
2016,025874,PETROQUEST ENERGY INC,PQUEQ,014087,BG GROUP PLC,BRGYY,6.667,2016-12-31
2017,025874,PETROQUEST ENERGY INC,PQUEQ,012384,SHELL PLC,SHEL,25.989,2017-12-31
2017,025874,PETROQUEST ENERGY INC,PQUEQ,014087,BG GROUP PLC,BRGYY,,2017-12-31
2020,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,033637,BRIGHTVIEW HOLDINGS,BV,,2020-12-31
2020,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,005680,HOME DEPOT INC,HD,,2020-12-31
2020,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,003801,DAVEY TREE EXPERT CO,7183B,,2020-12-31
2021,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,033637,BRIGHTVIEW HOLDINGS,BV,,2021-12-31
2021,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,005680,HOME DEPOT INC,HD,,2021-12-31
2021,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,003801,DAVEY TREE EXPERT CO,7183B,,2021-12-31
2022,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,033637,BRIGHTVIEW HOLDINGS,BV,,2022-12-31
2022,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,005680,HOME DEPOT INC,HD,,2022-12-31
2022,025893,SITEONE LANDSCAPE SUPPLY INC,SITE,003801,DAVEY TREE EXPERT CO,7183B,,2022-12-31
2015,025895,RADIAN GROUP INC,RDN,008007,WELLS FARGO & CO,WFC,,2015-12-31
2016,025895,RADIAN GROUP INC,RDN,008007,WELLS FARGO & CO,WFC,,2016-12-31
2015,025924,NAVIDEA BIOPHARMACEUTICALS,NAVB,002751,CARDINAL HEALTH INC,CAH,,2015-12-31
2016,025924,NAVIDEA BIOPHARMACEUTICALS,NAVB,002751,CARDINAL HEALTH INC,CAH,,2016-12-31
2017,025924,NAVIDEA BIOPHARMACEUTICALS,NAVB,002751,CARDINAL HEALTH INC,CAH,,2017-12-31
2015,025935,GULF RESOURCES INC,GURE,140756,CHINA PETROLEUM & CHEMICAL,SNPMF,,2015-12-31
2015,025937,LIGAND PHARMACEUTICAL INC,LGND,017500,OMTHERA PHARMACEUTICALS,OMTH,1,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,004990,GAP INC,GAP,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,006733,BATH & BODY WORKS INC,BBWI,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,063643,ABERCROMBIE & FITCH  -CL A,ANF,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,011511,WILLIAMS-SONOMA INC,WSM,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,021828,ANN INC,ANN,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,011584,FOOT LOCKER INC,FL,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,029150,URBAN OUTFITTERS INC,URBN,,2015-12-31
2015,025950,TAUBMAN CENTERS INC,TCO.2,111873,RH,RH,,2015-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,004990,GAP INC,GAP,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,006733,BATH & BODY WORKS INC,BBWI,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,063643,ABERCROMBIE & FITCH  -CL A,ANF,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,011511,WILLIAMS-SONOMA INC,WSM,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,011584,FOOT LOCKER INC,FL,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,029150,URBAN OUTFITTERS INC,URBN,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,111873,RH,RH,,2016-12-31
2016,025950,TAUBMAN CENTERS INC,TCO.2,004072,ASCENA RETAIL GROUP INC,ASNAQ,,2016-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,004990,GAP INC,GAP,,2017-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,006733,BATH & BODY WORKS INC,BBWI,,2017-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,063643,ABERCROMBIE & FITCH  -CL A,ANF,,2017-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,011511,WILLIAMS-SONOMA INC,WSM,,2017-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,011584,FOOT LOCKER INC,FL,,2017-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,029150,URBAN OUTFITTERS INC,URBN,,2017-12-31
2017,025950,TAUBMAN CENTERS INC,TCO.2,004072,ASCENA RETAIL GROUP INC,ASNAQ,,2017-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,004990,GAP INC,GAP,,2018-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,006733,BATH & BODY WORKS INC,BBWI,,2018-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,063643,ABERCROMBIE & FITCH  -CL A,ANF,,2018-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,011511,WILLIAMS-SONOMA INC,WSM,,2018-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,029150,URBAN OUTFITTERS INC,URBN,,2018-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,111873,RH,RH,,2018-12-31
2018,025950,TAUBMAN CENTERS INC,TCO.2,004072,ASCENA RETAIL GROUP INC,ASNAQ,,2018-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,004990,GAP INC,GAP,,2019-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,006733,BATH & BODY WORKS INC,BBWI,,2019-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,063643,ABERCROMBIE & FITCH  -CL A,ANF,,2019-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,011511,WILLIAMS-SONOMA INC,WSM,,2019-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,029150,URBAN OUTFITTERS INC,URBN,,2019-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,111873,RH,RH,,2019-12-31
2019,025950,TAUBMAN CENTERS INC,TCO.2,004072,ASCENA RETAIL GROUP INC,ASNAQ,,2019-12-31
2016,025964,CHART INDUSTRIES INC,GTLS,012950,AIRGAS INC,ARG,98.919,2016-12-31
2015,025999,GYRE THERAPEUTICS INC,GYRE,008530,PFIZER INC,PFE,1.3,2015-12-31
